,symbol,longName,rank_metric,15 day,1Y,category,investment_amount,Max60,Min60
0,SPY,SPDR S&P 500 ETF Trust,6.281106680199416,2.1616982192862655,31.151921001445572,STBL,4500.0,515.7100219726562,465.8326416015625
1,SCHG,Schwab U.S. Large-Cap Growth ETF,6.296289880956708,1.9633782344979225,46.318396056973995,GROW,2250.0,92.26000213623047,80.5999984741211
2,QUAL,iShares MSCI USA Quality Factor ETF,5.98718935161677,2.2275975777572383,36.452923795465615,QUAL,2250.0,163.55999755859375,144.6199951171875
3,QQQ,Invesco QQQ Trust,6.291619113332258,0.8870665804355325,42.26350143703236,NSPAG,2250.0,445.02154541015625,395.7566833496094
4,MTUM,iShares MSCI USA Momentum Factor ETF,6.665547025995332,2.3906934465997787,36.57152730573505,MTM,750.0,189.1999969482422,152.32000732421875
5,IDMO,Invesco S&P International Developed Momentum ETF,6.163425407145947,5.281187575110714,35.6224439874034,INTL,750.0,41.38999938964844,35.89348220825195
6,SMH,VanEck Semiconductor ETF,10.170910718988894,4.701782781487135,72.77465528718619,SECTR,750.0,234.1699981689453,164.99000549316406
7,CASH,Unallocated Cash,0.0,,,CASH,1500.0,,
