,style,symbol,longName,peratio,type,L.Year,Today,inverse_risk_score,analysis_score,market,trend,15 day,30 day,60 day,90 day,1Y,MA_60,Max60,Min60,fluctuation_60,Volume_60,volatility_60,Volume_30,volatility_30,volume_score,Composite Score,category,overlap,rank_metric,overlap_rounded
10,socially-responsible,VEU,Vanguard FTSE All-World ex-US Index Fund ETF Shares,0.07553162747166865,Exchange Traded Fund,49.976165771484375,58.02000045776367,0.6224145522366891,0.4,close to overbought,up,2.430757451779508,4.457300001524664,4.946731388070986,13.892141045806303,16.095341773635994,0.9654868960459937,58.4733772277832,53.800689697265625,0.9029730177636526,2460578.3333333335,0.15702772833275164,2153046.6666666665,0.26955980475108066,68.15573066973656,7.143027850957784,INTL,0.15155807365439092,4.625193481112914,0.15
11,socially-responsible,VXUS,Vanguard Total International Stock Index Fund ETF Shares,0.07669713895128627,Exchange Traded Fund,51.65283203125,59.619998931884766,0.6253802902314677,0.4,close to overbought,up,2.2450112708562013,4.166861061397899,4.549022435760217,13.623888880972606,15.424453195159996,0.9680723781553872,60.12424087524414,55.531490325927734,0.8902091594252974,3518225.0,0.15039936044746957,3536306.6666666665,0.2549364906041164,68.70106015540222,7.045193026116105,INTL,0.13236313236313238,4.57417056272441,0.13
12,aggressive-growth,MTUM,iShares MSCI USA Momentum Factor ETF,0.051887038182011014,Exchange Traded Fund,135.20387268066406,184.64999389648438,0.1409425523560497,0.5,neutral,up,2.3906934465997787,7.00625666953049,18.19112778989576,27.355370744037028,36.57152730573505,0.9273183801878301,189.1999969482422,152.32000732421875,0.8766267805890606,680030.0,0.25365265074929827,926563.3333333334,0.16010940935604182,59.465909603456154,10.443245043325554,MTM,0.001,6.665547025995332,0.0
13,aggressive-growth,QQQ,Invesco QQQ Trust,0.02796221734008121,Exchange Traded Fund,308.2800598144531,438.57000732421875,0.0,0.5,neutral,up,0.8870665804355325,2.703503888830565,7.752145192671265,18.050773360250535,42.26350143703236,0.9678146321638118,445.02154541015625,395.7566833496094,0.8690438211720046,44945190.0,0.14833264404849847,45636200.0,0.0826291743182823,84.7226759755549,9.820031855553763,NSPAG,0.001,6.291619113332258,0.0
14,aggressive-growth,IYW,iShares U.S. Technology ETF,0.024603576715440716,Exchange Traded Fund,89.21592712402344,134.13999938964844,0.0,0.5,neutral,up,1.7600574588968152,3.256096996610907,9.55569806839985,20.92213904974665,50.35431868927825,0.9602032715508215,135.60000610351562,117.5,0.9193366728432426,825521.6666666666,0.14562003062489912,886403.3333333334,0.0796510969553518,61.84818064487144,9.739544855006708,NSPAG,0.5281574630945871,6.03246392776619,0.52
15,aggressive-growth,VGT,Vanguard Information Technology Index Fund ETF Shares,0.025919647227380518,Exchange Traded Fund,368.6025085449219,520.1699829101562,0.0,0.5,neutral,up,1.403916706513598,3.097866195053738,7.664438286831622,19.271815460937603,41.11949073910405,0.9662732358928237,530.1599731445312,462.17999267578125,0.8530451146721447,503573.3333333333,0.12468225513451177,468210.0,0.0802331543714588,60.081861909274316,8.77877670286263,NSPAG,0.49091727968773474,5.470899109842484,0.49
16,aggressive-growth,FTEC,Fidelity MSCI Information Technology Index ETF,0.025345186871710244,Exchange Traded Fund,108.67948150634766,154.38999938964844,0.0,0.5,neutral,up,1.4679251995377562,3.2002986434062075,7.887937583870075,19.304759124280384,42.05993371493124,0.96543477731613,157.310546875,136.89163208007812,0.8569685257672022,252400.0,0.1274753993075571,239070.0,0.08050888592582651,55.450599515427164,8.621240317976115,NSPAG,0.4837705646954201,5.379235964907501,0.48
17,aggressive-growth,ONEQ,Fidelity Nasdaq Composite Index ETF,0.03038967772050674,Exchange Traded Fund,46.0856819152832,63.650001525878906,0.14503696281560235,0.5,neutral,up,1.4582456644893074,3.6786017070793764,8.100873276467665,18.711193160377224,38.11231358772825,0.961095291954487,63.997047424316406,57.09922409057617,0.9496876214935879,262896.6666666667,0.15713069166901045,230866.66666666666,0.12241575129513971,55.97575522323584,8.39159874424286,NSPAG,0.8237140366172624,5.1054736318988105,0.82
18,consistent-growth,VTI,Vanguard Total Stock Market Index Fund ETF Shares,0.04145874243611156,Exchange Traded Fund,196.5765838623047,256.4700012207031,0.0,0.4,close to overbought,up,1.9486642252524486,4.745760599358489,8.632303443151718,19.184922924849335,30.468235932084248,0.9554639220400645,256.5299987792969,232.77000427246094,0.9974748496437368,3408638.3333333335,0.22270990149733896,3106626.6666666665,0.23146468393357966,69.62857061363687,8.871792274779803,NSPCG,0.001,5.722675364867882,0.0
19,consistent-growth,SCHX,Schwab U.S. Large-Cap ETF,0.03857774055111543,Exchange Traded Fund,46.56234359741211,61.349998474121094,0.31369431157279115,0.4,close to overbought,up,2.109424477355673,4.800132413131577,9.319315113644604,19.274371338434722,31.758828560190572,0.9530182225429567,61.349998474121094,55.40999984741211,1.0,1895591.6666666667,0.2417648075241874,1971773.3333333333,0.2374800879793526,66.59821520144476,8.861828518013603,NSPCG,0.9261573416643001,5.346634174142441,0.92
20,consistent-growth,ESGU,iShares ESG Aware MSCI USA ETF,0.03825011097313446,Exchange Traded Fund,87.17533111572266,113.68000030517578,0.21416920187500033,0.4,close to overbought,up,2.154748661340469,4.571797684260126,9.003738908060932,18.896641237601056,30.403864086583127,0.9544833453185788,113.68000030517578,102.91000366210938,1.0,929095.0,0.2285180385266443,990186.6666666666,0.2163305009240848,62.73724941037497,8.532080614723842,NSPCG,0.8055633604945212,5.197023024636497,0.8
21,consistent-growth,IWB,iShares Russell 1000 ETF,0.03931744908390344,Exchange Traded Fund,216.98797607421875,284.4200134277344,0.0,0.4,close to overbought,up,2.050614624750278,4.766466007715726,9.01495595303919,19.093629101813065,31.076393528114714,0.9541715956490833,284.4200134277344,257.4599914550781,1.0,788305.0,0.2342126773298721,893726.6666666666,0.2353246093150939,62.32223893527659,8.560869149138494,NSPCG,0.94025974025974,5.1604175933792,0.94
22,consistent-growth,SCHB,Schwab U.S. Broad Market ETF,0.04056916921643895,Exchange Traded Fund,46.13654327392578,60.20000076293945,0.34301436157308196,0.4,close to overbought,up,1.9456555991176672,4.786771041740357,8.723138747025216,19.310142262792652,30.482252225778865,0.9551245715145575,60.20000076293945,54.61000061035156,1.0,875113.3333333334,0.22579128939982504,759326.6666666666,0.23713827336251203,62.19956048478154,8.525065074515787,NSPCG,0.974351145038168,5.125298586694205,0.97
23,consistent-growth,VV,Vanguard Large Cap Index Fund,0.03809603629790338,Exchange Traded Fund,179.99264526367188,237.2899932861328,0.0,0.5,neutral,up,1.9895191300416393,4.50080839928877,9.214336364888366,18.885712274020403,31.833160704164243,0.9545591439764863,237.3699951171875,214.6199951171875,0.9964834359975961,278195.0,0.24117059035571645,260323.33333333334,0.22404430098885558,55.58938643972626,8.247894049036818,NSPCG,0.8800752890561983,4.996706313799611,0.88
24,consistent-growth,ACWI,iShares MSCI ACWI ETF,0.05055587192296741,Exchange Traded Fund,86.84912872314453,108.63999938964844,0.38578270319485447,0.4,close to overbought,up,2.2253143809313944,4.521836480513556,7.532416809165604,16.92200443887191,25.090488513670984,0.958287313982593,108.94000244140625,99.79000091552734,0.9672127866963394,4514500.0,0.21854104851232664,3262536.6666666665,0.24959697023664823,70.33156393474324,8.279538465982018,NSPCG,0.9631901840490797,4.982447005969578,0.96
25,consistent-growth,QUAL,iShares MSCI USA Quality Factor ETF,0.04151703925718377,Exchange Traded Fund,119.70428466796875,163.33999633789062,0.12179382320275281,0.5,neutral,up,2.2275975777572383,5.73537082819332,11.25681385819858,20.12368037774718,36.452923795465615,0.9450862693626912,163.55999755859375,144.6199951171875,0.9883843087463303,1860663.3333333333,0.2529983582114123,1771420.0,0.22651458478008799,65.75926214975219,9.312648919361283,QUAL,0.001,5.98718935161677,0.0
26,consistent-growth,SPHQ,Invesco S&P 500 Quality ETF,0.045372069344311435,Exchange Traded Fund,45.26781463623047,59.650001525878906,0.4004350893398742,0.4,close to overbought,up,2.6134357778090833,5.4942111693633535,10.970375590915907,19.10756371484457,31.771330260192272,0.9460435845405747,59.70240020751953,52.985755920410156,0.9921986814544893,1066026.6666666667,0.265526566748014,960666.6666666666,0.2348208823741494,62.44891165804127,8.792892243260699,QUAL,0.5338319707775264,5.4622025576454085,0.53
27,aggressive-growth,SMH,VanEck Semiconductor ETF,0.053109274509784136,Exchange Traded Fund,126.0601577758789,217.8000030517578,0.0,0.3,neutral,down,4.701782781487135,13.001969930670443,25.7070356441484,44.69579524068506,72.77465528718619,0.8981006906318393,234.1699981689453,164.99000549316406,0.7633709619787462,8841075.0,0.22444410963107628,9765946.666666666,0.1736454467994546,74.72359886768706,16.285517864981493,SECTR,0.001,10.170910718988894,0.0
28,aggressive-growth,SOXX,iShares Semiconductor ETF,0.09407901489487187,Exchange Traded Fund,139.59657287597656,216.75999450683594,0.010595022652934638,0.3,neutral,down,2.278982445546596,8.820719840393636,14.471800600160567,36.88395713592891,55.27601433268322,0.9429850960710308,237.75,179.61666870117188,0.638933379109702,4172501.6666666665,0.15106133245056888,4685473.333333333,0.12517245867193366,69.74022042110735,13.02744804489798,SECTR,0.7012139407388069,7.9359832506432655,0.7
29,aggressive-growth,XLK,Technology Select Sector SPDR Fund,0.02545112306516427,Exchange Traded Fund,143.525634765625,207.3699951171875,0.0,0.5,neutral,up,1.4568274693102539,2.9451499799377325,8.296367813996275,18.433569592772294,44.48289704889255,0.9653115970822111,210.672119140625,183.8164520263672,0.8770418173047585,6874660.0,0.1339590149226194,7072456.666666667,0.07094528607378385,73.76885679718552,9.551011668642468,SECTR,0.2740636584430525,6.02098153780826,0.27
30,aggressive-growth,IGV,iShares Expanded Tech-Software Sector ETF,0.08171386663888394,Exchange Traded Fund,58.28611755371094,85.12999725341797,0.4468721212255494,0.3,neutral,down,-0.31470803143353415,-0.0657382173425478,4.649158799881266,18.74406580783657,46.05535730694409,0.9859587604609925,88.4020004272461,77.31199645996094,0.7049592422617397,2984228.3333333335,0.07869758960073504,3266090.0,0.0025297803948225017,70.60176567991618,9.000136039536976,SECTR,0.08587297066362859,5.765732435456734,0.08
31,consistent-growth,SPY,SPDR S&P 500 ETF Trust,0.03849318874573101,Exchange Traded Fund,393.21575927734375,515.7100219726562,0.0,0.4,close to overbought,up,2.1616982192862655,4.723337010274779,9.437768728689267,18.790106842857938,31.151921001445572,0.9528653152954302,515.7100219726562,465.8326416015625,1.0,75695738.33333333,0.24524497572429135,69924783.33333333,0.23476395938300304,87.17889287812496,9.802511133665693,STBL,0.001,6.281106680199416,0.0
32,consistent-growth,SPLG,SPDR Portfolio S&P 500 ETF,0.03851206332615596,Exchange Traded Fund,46.178707122802734,60.650001525878906,0.31671390246942766,0.4,close to overbought,up,2.2018326439707288,4.7047561370264175,9.430682910286924,18.821390584708507,31.33759107762102,0.9528364857470796,60.650001525878906,54.78536605834961,1.0,8258503.333333333,0.2503772115338266,9203100.0,0.23614917739741234,72.34065336567392,9.081524154864436,STBL,1.0,5.448914492918662,1.0
33,consistent-growth,VOO,Vanguard S&P 500 ETF,0.03859660281965166,Exchange Traded Fund,362.0559997558594,475.6000061035156,0.0,0.4,close to overbought,up,2.21064141456117,4.75078901883395,9.514600589565205,18.894323131845052,31.360896221640004,0.95253258143908,475.6000061035156,429.42999267578125,1.0,5147293.333333333,0.2460729237879655,5009146.666666667,0.23391974542806707,71.45650677796127,9.05386309236625,STBL,0.9794032215473991,5.44055656680079,0.97
34,consistent-growth,IVV,iShares Core S&P 500 ETF,0.03834500798228031,Exchange Traded Fund,395.8894348144531,519.8400268554688,0.0,0.4,close to overbought,up,2.1710440153924866,4.724110379947802,9.460744740455361,18.8491706745017,31.30939629624348,0.9527931188845038,519.8400268554688,469.55999755859375,1.0,5730823.333333333,0.246517270098424,5563613.333333333,0.23172788566879848,71.81030922016544,9.053684033851948,STBL,0.993920169177901,5.434642352640008,0.99
35,consistent-growth,DGRW,WisdomTree U.S. Quality Dividend Growth Fund,0.039714468854722094,Exchange Traded Fund,59.9487190246582,75.1500015258789,0.3238575868306529,0.4,close to overbought,up,1.7165063491152428,4.169548056076077,7.982073113605975,16.100205289822625,25.35714315258027,0.961685406482931,75.33000183105469,69.48002624511719,0.9692305886526302,682965.0,0.25474971013765085,699540.0,0.25683359482842316,60.99424182711161,7.658251666337881,YIELD,0.001,4.994550999802729,0.0
36,socially-responsible,VYM,Vanguard High Dividend Yield Index Fund ETF Shares,0.062057225574105354,Exchange Traded Fund,100.14122772216797,117.69000244140625,0.47711235116012995,0.2,overbought,up,2.663326550797368,4.994497371336876,7.152376523961819,16.61576053295067,17.52402593657593,0.9608031906673105,117.69000244140625,109.36687469482422,1.0,1180291.6666666667,0.24705212037138924,1047390.0,0.3640102098563952,65.27268949807036,7.63108069058546,YIELD,0.49896907216494846,4.779060785485296,0.49
37,consistent-growth,VIG,Vanguard Dividend Appreciation Index Fund ETF Shares,0.03932233461419284,Exchange Traded Fund,148.13595581054688,180.64999389648438,0.18148809586092424,0.4,close to overbought,up,1.2990558454152639,3.797977973651321,6.805010375056418,14.959715328255937,21.948782054992883,0.9654977749674989,180.64999389648438,168.47000122070312,1.0,1153786.6666666667,0.24357420196911325,907426.6666666666,0.2686191490087637,64.2583393252015,7.3603158143054985,YIELD,0.532965715655718,4.603003202321012,0.53
38,,CASH,Unallocated Cash,,,,,,,,,,,,,,,,,,,,,,,0.0,CASH,0.0,0.0,
